run_name,lr,batch_size,best_val_acc,final_val_acc,final_val_loss
lr_0p0002_bs_8,0.0002,8,0.6690997566909975,0.5912408759124088,1.3675669727534274
lr_0p0001_bs_16,0.0001,16,0.6666666666666666,0.6228710462287105,1.2030662673813293
lr_0p0001_bs_8,0.0001,8,0.6277372262773723,0.44282238442822386,1.3591556254674628
lr_0p0002_bs_16,0.0002,16,0.6155717761557178,0.5547445255474452,1.2154013304234712
